항목,부추 재배면적 규모별농가:계 (가구),부추 재배면적 (ha),쪽파 재배면적 규모별농가:계 (가구),쪽파 재배면적 (ha),생강 재배면적 규모별농가:계 (가구),생강 재배면적 (ha)
전국,5,3.299,5,10.298,5,8.362
