행정구역별,겉보리·쌀보리:농가 (가구),면적 (ha),옥수수:농가 (가구),면적 (ha),감자:농가 (가구),면적 (ha),고구마:농가 (가구),면적 (ha)
전국,10838,13719,107134,12820,164145,16385,214193,22503
