행정구역별,사과:농가 (가구),재배면적 (ha),배:농가 (가구),재배면적 (ha),복숭아:농가 (가구),재배면적 (ha),단감:농가 (가구),재배면적 (ha),노지포도:농가 (가구),재배면적 (ha),시설포도:농가 (가구),재배면적 (ha),노지감귤:농가 (가구),재배면적 (ha),시설감귤:농가 (가구),재배면적 (ha),자두:농가 (가구),재배면적 (ha),매실:농가 (가구),재배면적 (ha),블루베리:농가 (가구),재배면적 (ha)
전국,38608,28264,11898,8685,32621,15657,28322,8884,18993,8027,4308,1824,17003,11343,6358,3559,16251,4599,27726,5252,9276,1939
